,Name,LDate,Span,Perigee,Apogee,Inc,cospar id,mass(kg),length(m),height(m),depth(m),Unused,Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF
296,Kosmos-27,1964-03-27,3.0,197.0,208.0,64.8,1964-014A,817.64,2.0,6.99,6.99,True,2.0,1,1,1,34,1,2
301,Kosmos-28,1964-04-04,6.5,205.0,378.0,65.02,1964-017A,4707.63,2.4,4.3,4.3,True,,29,1,31,24,1,18
303,Gemini I,1964-04-08,3.5,155.0,272.0,32.56,1964-018A,6253.0,3.0,14.29,14.29,True,,13,0,11,64,1,3
304,Polyot-2,1964-04-12,4.0,303.0,472.0,58.06,1964-019A,2250.0,2.0,4.0,4.0,True,787.0,28,1,30,56,1,16
305,Zond,1964-04-02,3.0,,inf,64.8,1964-016D,490.0,1.1,2.7,3.0,True,,28,1,1,34,3,27
306,OPS 3743,1964-04-23,5.0,151.0,331.0,103.57,1964-020A,2190.0,1.52,7.08,7.08,True,6.0,16,0,26,51,12,15
307,Kosmos-29,1964-04-25,6.5,202.0,295.0,65.01,1964-021A,4707.63,2.4,4.3,4.3,True,,29,1,31,24,1,18
309,OPS 2921,1964-04-27,2.1,175.0,426.0,79.93,1964-022A,1593.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
310,Kosmos-30,1964-05-18,6.5,202.0,368.0,64.88,1964-023A,5480.67,2.4,5.0,5.0,True,,29,1,31,57,1,18
312,OPS 3592,1964-05-19,5.0,98.0,337.0,101.06,1964-024A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,12,15
313,Apollo BP-13,1964-05-28,3.9,178.0,199.0,31.77,1964-025A,16237.0,5.6,21.6,21.6,True,4.027083333333334,13,0,34,65,1,0
314,Transit VC,1964-06-04,30.0,862.0,945.0,90.5,1964-026A,53.52,0.5,0.3,30.0,True,,5,0,6,40,9,22
315,OPS 3483,1964-06-04,2.1,146.0,429.0,79.96,1964-027A,1588.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
316,Kosmos-31,1964-06-06,1.8,218.0,457.0,48.97,1964-028A,322.1,1.2,1.8,1.8,True,136.0,17,1,15,21,1,11
318,Kosmos-32,1964-06-10,6.5,205.0,322.0,51.23,1964-029A,4707.63,2.4,6.5,6.5,True,,29,1,31,24,1,18
321,OPS 3236,1964-06-13,1.3,351.0,357.0,115.0,1964-030A,1320.0,1.52,7.08,7.08,True,,19,0,3,25,15,26
322,OPS 4467A,1964-06-18,0.6,829.0,836.0,99.82,1964-031A,50.0,0.6,0.5,0.6,True,,16,0,8,42,10,2
323,OPS 4467B,1964-06-18,0.6,828.0,839.0,99.83,1964-031B,50.0,0.6,0.5,0.6,True,,16,0,8,42,10,2
324,OPS 3754,1964-06-19,2.1,180.0,430.0,85.02,1964-032A,1547.0,1.52,7.08,7.08,True,,11,0,3,52,6,2
326,Kosmos-33,1964-06-23,6.5,209.0,267.0,65.03,1964-033A,4707.63,2.4,4.3,4.3,True,,29,1,31,24,1,18
329,Kosmos-34,1964-07-01,6.5,201.0,345.0,64.89,1964-034A,5480.67,2.4,5.0,5.0,True,,29,1,31,57,1,18
331,OPS 3395,1964-07-02,2.0,494.0,530.0,82.08,1964-035A,1368.0,1.52,7.08,7.08,True,1862.0,16,0,13,26,1,16
332,OPS 3684,1964-07-06,5.0,121.0,346.0,92.89,1964-036A,2190.0,1.52,7.08,7.08,True,2.0,16,0,26,51,6,15
333,NOAH'S ARK,1964-07-06,0.9,289.0,387.0,92.99,1964-036B,100.0,0.9,0.3,0.9,True,181.0,16,0,35,50,6,2
334,OPS 3491,1964-07-10,2.1,173.0,450.0,84.97,1964-037A,1600.0,1.52,7.08,7.08,True,27.0,11,0,3,52,1,2
335,Elektron-3,1964-07-10,4.0,401.0,7026.0,60.8,1964-038A,346.88,0.65,1.5,4.0,True,,1,1,1,62,4,30
336,Elektron-4,1964-07-10,5.0,452.0,66264.0,60.63,1964-038B,440.04,0.85,1.8,5.0,True,7033.0,1,1,1,62,8,32
338,Kosmos-35,1964-07-15,6.5,212.0,263.0,51.26,1964-039A,4707.63,2.4,4.3,4.3,True,,29,1,31,24,1,18
340,Vela 2A,1964-07-17,1.4,101986.0,104470.0,39.2,1964-040A,227.0,1.4,1.4,1.4,True,,7,0,4,54,5,24
341,Vela 2B,1964-07-17,1.4,94374.0,111691.0,40.68,1964-040B,217.0,1.4,1.4,1.4,True,1629.0,7,0,4,54,5,24
342,ERS 13,1964-07-17,0.2,319.0,104032.0,38.3,1964-040C,1.98,0.2,0.2,0.2,True,714.0,7,0,4,55,5,21
343,Ranger 7,1964-07-28,4.6,185.0,526173.0,28.96,1964-041A,362.74,1.53,3.13,4.57,True,1.3243055555555556,8,0,5,63,7,31
345,Kosmos-36,1964-07-30,1.2,253.0,476.0,49.0,1964-042A,322.1,1.2,1.8,1.8,True,213.0,20,1,15,27,1,24
347,OPS 3042,1964-08-05,2.1,179.0,422.0,79.97,1964-043A,1641.0,1.52,7.08,7.08,True,27.0,11,0,3,52,1,2
348,Kosmos-37,1964-08-14,6.5,203.0,285.0,64.96,1964-044A,4707.63,2.4,4.3,4.3,True,,32,1,31,24,1,18
350,OPS 3802,1964-08-14,5.0,147.0,306.0,95.51,1964-045A,2190.0,1.52,7.08,7.08,True,9.0,16,0,26,51,12,15
351,Hitchhiker 2,1964-08-14,0.9,271.0,3724.0,95.69,1964-045B,96.0,0.9,0.3,0.9,True,5319.0,16,0,3,50,4,2
353,Kosmos-38,1964-08-18,0.8,199.0,644.0,56.12,1964-046A,49.55,0.8,1.0,1.0,True,82.0,33,1,36,66,1,24
354,Kosmos-39,1964-08-18,0.8,204.0,667.0,56.15,1964-046B,49.55,0.8,1.0,1.0,True,91.0,33,1,36,66,1,24
355,Kosmos-40,1964-08-18,0.8,202.0,637.0,56.14,1964-046C,49.55,0.8,1.0,1.0,True,92.0,33,1,36,66,1,24
357,Syncom 3,1964-08-19,0.4,35640.0,35926.0,1.04,1964-047A,66.0,0.71,0.39,0.71,True,,2,0,21,43,16,2
358,OPS 2739,1964-08-21,1.3,329.0,346.0,114.99,1964-048A,1325.0,1.52,7.08,7.08,True,222.0,19,0,3,25,15,26
361,Kosmos-42,1964-08-22,0.8,228.0,1076.0,49.0,1964-050A,50.0,0.8,1.0,1.0,True,484.0,33,1,36,66,0,24
364,Kosmos-43,1964-08-22,0.8,231.0,1066.0,49.0,1964-050C,50.0,0.8,1.0,1.0,True,492.0,33,1,36,66,0,24
365,Kosmos-41,1964-08-22,8.6,424.0,39769.0,64.87,1964-049D,1650.0,1.4,4.4,8.6,True,14475.0,1,1,1,67,17,30
366,Explorer 20,1964-08-25,37.0,869.0,1018.0,79.9,1964-051A,43.61,0.7,0.8,37.0,True,,2,0,37,68,0,34
368,Nimbus 1,1964-08-28,3.4,426.0,935.0,98.67,1964-052A,372.65,1.45,3.0,3.4,True,3548.0,2,0,26,69,10,6
369,Kosmos-44,1964-08-28,4.5,607.0,863.0,65.08,1964-053A,1250.0,1.4,4.5,4.5,True,,25,1,23,70,0,20
372,OGO 1,1964-09-05,12.0,1289.0,148412.0,32.34,1964-054A,482.66,0.8,1.7,12.0,True,,2,0,4,71,14,35
373,Kosmos-45,1964-09-13,6.5,200.0,316.0,64.91,1964-055A,5480.67,2.4,5.0,5.0,True,,29,1,31,57,1,18
375,OPS 3497,1964-09-14,2.1,171.0,442.0,84.97,1964-056A,1551.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
376,Apollo BP-15,1964-09-18,3.9,177.0,206.0,31.73,1964-057A,7639.25,3.91,3.56,3.91,True,,13,0,34,65,1,3
377,OPS 4262,1964-09-23,5.0,121.0,233.0,92.91,1964-058A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,6,15
378,Kosmos-46,1964-09-24,6.5,210.0,261.0,51.25,1964-059A,4707.63,2.4,4.3,4.3,True,,32,1,31,24,1,18
382,IMP 2,1964-10-04,2.5,666.0,94526.0,33.82,1964-060A,61.45,0.7,0.2,2.5,True,454.0,2,0,22,58,5,36
383,OPS 3333,1964-10-05,2.1,175.0,411.0,79.97,1964-061A,1590.0,1.52,7.08,7.08,True,21.403472222222224,11,0,3,52,1,2
384,Kosmos-47,1964-10-06,6.5,174.0,383.0,64.6,1964-062A,4955.4,2.4,5.99,5.99,True,1.3125,1,1,1,1,1,18
387,NNS O-1,1964-10-06,30.0,1053.0,1083.0,89.92,1964-063B,59.46,0.5,0.3,30.0,True,,5,0,38,40,9,22
389,Explorer 22,1964-10-10,4.0,886.0,1079.0,79.69,1964-064A,51.54,0.5,0.3,4.0,True,,2,0,6,40,0,37
390,Dragsphere 1,1964-10-06,0.4,1053.0,1081.0,89.92,1964-063C,0.99,0.36,0.36,0.36,True,,24,0,19,72,9,4
391,Dragsphere 2,1964-10-06,0.4,1058.0,1079.0,89.92,1964-063E,9.71,0.36,0.36,0.36,True,,24,0,19,72,9,4
392,Voskhod,1964-10-12,6.5,177.0,336.0,64.72,1964-065A,5272.55,2.4,5.99,5.99,True,1.3243055555555556,1,1,1,1,1,18
395,Kosmos-48,1964-10-14,6.5,203.0,282.0,65.09,1964-066A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
397,OPS 3559,1964-10-17,2.1,170.0,392.0,74.99,1964-067A,1637.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
398,OPS 4384,1964-10-23,5.0,148.0,306.0,95.5,1964-068A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,12,15
399,Kosmos-49,1964-10-24,1.8,259.0,460.0,48.95,1964-069A,351.83,1.2,1.8,1.8,True,301.0,17,1,15,21,1,11
400,STEP 13,1964-10-23,0.9,295.0,334.0,95.5,1964-068B,59.46,0.9,0.3,0.9,True,,16,0,39,50,12,2
404,Kosmos-50,1964-10-28,6.5,187.0,233.0,51.23,1964-070A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
406,OPS 5434,1964-11-02,2.1,182.0,414.0,79.97,1964-071A,1648.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
407,OPS 3062,1964-11-04,3.0,507.0,526.0,82.04,1964-072A,1526.0,1.52,7.08,7.08,True,,16,0,13,26,1,16
408,Mariner 3,1964-11-05,6.9,180.0,-210700.0,31.07,1964-073A,397.0,1.3,2.9,6.9,True,1.2798611111111111,8,0,5,73,3,5
409,Explorer 23,1964-11-06,0.9,464.0,978.0,51.96,1964-074A,132.8,0.62,2.34,2.34,True,6809.0,9,0,10,13,0,2
410,OPS 3360,1964-11-18,2.1,174.0,326.0,70.01,1964-075A,1675.0,1.52,7.08,7.08,True,18.0,11,0,3,52,1,2
411,Explorer 24,1964-11-21,3.6,542.0,2480.0,81.35,1964-076A,8.52,3.65,3.65,3.65,True,1427.0,9,0,32,59,0,4
412,Explorer 25,1964-11-21,0.6,528.0,2492.0,81.35,1964-076B,39.64,0.6,0.6,0.6,True,,9,0,40,74,0,24
414,Mariner 4,1964-11-28,6.9,187.0,-96015.0,28.13,1964-077A,261.0,1.3,2.9,6.9,True,1.0069444444444444,8,0,5,73,3,5
418,Zond-2,1964-11-30,3.7,177.0,inf,64.71,1964-078C,890.0,1.1,3.7,3.7,True,,1,1,1,34,3,27
419,OPS 4439,1964-12-04,5.0,158.0,357.0,97.02,1964-079A,1982.16,1.52,7.08,7.08,True,2.0,16,0,26,51,12,2
420,Kosmos-51,1964-12-09,1.8,259.0,530.0,48.76,1964-080A,247.0,1.2,1.8,1.8,True,340.0,17,1,15,21,1,11
425,San Marco 1,1964-12-15,0.7,198.0,782.0,37.77,1964-084A,113.97,0.66,0.66,0.66,True,270.0,35,4,41,75,1,4
427,Transit VE-5,1964-12-13,5.9,1027.0,1084.0,89.99,1964-083C,77.3,0.5,0.9,5.9,True,,5,0,6,40,9,22
428,OPS 3358,1964-12-19,2.1,185.0,352.0,74.99,1964-085A,1585.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
429,Explorer 26,1964-12-21,1.3,310.0,26202.0,20.14,1964-086A,45.59,0.7,0.5,1.3,True,,2,0,42,11,8,38
430,FTV 2355,1964-12-21,8.1,208.0,222.0,70.08,1964-087A,1390.0,1.52,7.08,7.08,True,,16,0,43,76,1,39
431,NNS O-2,1964-12-13,30.0,1027.0,1084.0,89.98,1964-083D,54.0,0.5,0.3,30.0,True,,5,0,38,40,9,22
432,Kosmos-52,1965-01-11,6.5,200.0,295.0,64.99,1965-001A,4700.0,2.4,4.3,4.3,True,,34,1,31,24,1,18
434,OPS 3928,1965-01-15,2.1,179.0,409.0,74.94,1965-002A,1560.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
435,OPS 7040,1965-01-19,0.6,461.0,830.0,98.76,1965-003A,94.0,0.6,0.5,0.6,True,5288.0,16,0,8,42,10,2
436,Tiros 9,1965-01-22,0.6,702.0,2583.0,96.41,1965-004A,136.77,1.07,0.56,1.07,True,,2,0,8,77,10,2
438,OPS 4703,1965-01-23,5.0,141.0,293.0,102.54,1965-005A,2190.0,1.52,7.08,7.08,True,6.0,16,0,26,51,12,15
441,Kosmos-53,1965-01-30,1.8,221.0,1143.0,48.73,1965-006A,220.0,1.2,1.8,1.8,True,559.0,36,1,44,21,0,11
443,OSO 2,1965-02-03,2.3,549.0,628.0,32.85,1965-007A,236.0,2.3,0.9,2.3,True,8953.0,2,0,14,20,1,40
447,LES 1,1965-02-11,0.6,2782.0,2805.0,32.14,1965-008C,158.0,0.6,0.6,0.6,True,,7,0,27,78,4,24
448,Pegasus 1,1965-02-16,29.0,500.0,731.0,31.75,1965-009A,10297.0,2.0,5.0,29.0,True,4961.0,37,0,45,79,0,20
449,Ranger 8,1965-02-17,4.6,199.0,564023.0,28.8,1965-010A,363.73,1.53,3.13,4.57,True,3.0,8,0,5,63,7,31
451,Apollo BP-16,1965-02-16,3.9,500.0,736.0,31.75,1965-009B,5073.0,3.91,8.99,8.99,True,7449.0,13,0,34,65,0,0
452,Kosmos-54,1965-02-21,0.8,260.0,1711.0,56.05,1965-011A,49.55,0.8,1.0,1.0,True,1302.0,33,1,36,66,0,24
453,Kosmos-55,1965-02-21,0.8,260.0,1736.0,56.03,1965-011B,49.55,0.8,1.0,1.0,True,1076.0,33,1,36,66,0,24
454,Kosmos-56,1965-02-21,0.8,258.0,1668.0,56.05,1965-011C,49.55,0.8,1.0,1.0,True,984.0,33,1,36,66,0,24
456,Kosmos-57,1965-02-22,6.5,165.0,427.0,64.7,1965-012A,5685.0,2.4,5.99,5.99,True,,1,1,1,80,1,18
458,OPS 4782,1965-02-25,2.1,176.0,350.0,75.08,1965-013A,1560.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
459,Kosmos-58,1965-02-26,4.5,561.0,648.0,65.04,1965-014A,1250.0,1.5,5.0,5.0,True,9130.0,25,1,23,70,0,20
461,Kosmos-59,1965-03-07,6.5,205.0,322.0,64.98,1965-015A,5650.0,2.4,5.0,5.0,True,,29,1,31,57,1,18
465,EGRS III,1965-03-09,0.5,907.0,939.0,70.08,1965-016E,17.84,0.3,0.2,0.4,True,,30,0,33,60,0,23
467,GGSE 2,1965-03-09,3.7,907.0,939.0,70.06,1965-016B,55.0,0.5,0.6,3.7,True,,23,0,19,37,0,19
469,Kosmos-60,1965-03-12,2.6,194.0,247.0,64.72,1965-018A,6470.0,1.5,2.6,2.6,True,5.0,1,1,1,41,1,9
470,OPS 4920,1965-03-12,5.0,147.0,285.0,107.63,1965-019A,2190.0,1.52,7.08,7.08,True,5.0,16,0,26,51,15,15
471,EGRS II,1965-03-11,0.5,282.0,967.0,89.98,1965-017B,17.84,0.2,0.3,0.4,True,1082.0,30,0,33,60,9,23
475,Kosmos-61,1965-03-15,0.8,262.0,1720.0,56.01,1965-020A,49.55,0.8,1.0,1.0,True,1036.0,33,1,36,66,0,24
476,Kosmos-62,1965-03-15,0.8,261.0,1696.0,56.04,1965-020B,49.55,0.8,1.0,1.0,True,1289.0,33,1,36,66,0,24
477,Kosmos-63,1965-03-15,0.8,259.0,1655.0,56.03,1965-020C,49.55,0.8,1.0,1.0,True,964.0,33,1,36,66,0,24
479,GREB 6,1965-03-09,0.5,907.0,940.0,70.08,1965-016A,48.0,0.5,0.5,0.5,True,,23,0,19,37,0,4
480,Dodecapole I,1965-03-09,15.2,906.0,940.0,70.07,1965-016H,4.0,0.2,0.2,15.2,True,,24,0,19,81,0,41
481,OPS 7353,1965-03-18,0.6,526.0,755.0,99.03,1965-021A,50.0,0.6,0.5,0.6,True,9054.0,16,0,8,42,10,2
482,Voskhod-2,1965-03-18,6.5,167.0,472.0,64.79,1965-022A,5585.0,2.4,5.99,5.99,True,1.3763888888888889,1,1,1,1,1,18
486,SR 7B,1965-03-09,1.5,909.0,938.0,70.09,1965-016D,47.0,0.5,0.5,1.5,True,,23,0,19,37,0,19
487,GGSE 3,1965-03-09,31.0,906.0,941.0,70.09,1965-016C,59.0,0.5,0.6,31.0,True,,23,0,19,37,0,42
488,OSCAR 3,1965-03-09,1.4,904.0,941.0,70.08,1965-016F,15.0,0.4,0.2,1.4,True,,14,0,12,15,0,43
489,Ranger 9,1965-03-21,4.6,188.0,772332.0,28.5,1965-023A,363.73,1.53,3.13,4.57,True,3.0,8,0,5,63,7,31
491,Gemini III,1965-03-23,3.5,161.0,225.0,32.62,1965-024A,3127.0,3.0,5.59,5.59,True,0.8027777777777778,13,0,11,64,1,3
493,NNS O-3,1965-03-11,30.0,207.0,854.0,89.97,1965-017A,54.0,0.5,0.3,30.0,True,95.0,5,0,38,40,6,22
494,Kosmos-64,1965-03-25,6.5,203.0,256.0,65.0,1965-025A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
496,OPS 4803,1965-03-25,2.1,179.0,259.0,96.02,1965-026A,1486.62,1.52,7.08,7.08,True,11.0,11,0,3,52,12,2
497,SURCAL 4,1965-03-09,0.2,909.0,937.0,70.09,1965-016G,4.96,0.2,0.3,0.4,True,5862.0,24,0,19,39,0,23
501,,,,,,,,1700.0,1.5,11.59,11.59,True,,-1,-1,-1,-1,-1,3
503,,,,,,,,3150.0,1.3,10.0,17.0,True,,-1,-1,-1,-1,-1,44
560,,,,,,,,4.0,0.1,0.3,0.3,True,,-1,-1,-1,-1,-1,23
561,,,,,,,,4.0,0.1,0.3,0.3,True,,-1,-1,-1,-1,-1,23
585,,,,,,,1998-059IB,2800.0,2.4,2.8,2.8,True,,-1,-1,-1,-1,-1,0
650,EGRS IV,1965-04-03,0.5,1265.0,1320.0,90.22,1965-027B,17.84,0.3,0.2,0.4,True,,30,0,33,60,9,23
652,Early Bird,1965-04-06,0.7,35785.0,35808.0,1.39,1965-028A,68.0,0.72,0.5,0.72,True,,38,5,21,82,18,2
654,Kosmos-65,1965-04-17,6.5,205.0,317.0,65.0,1965-029A,5650.0,2.4,5.0,5.0,True,,29,1,31,57,1,18
656,Molniya-1,1965-04-23,8.6,533.0,39956.0,65.25,1965-030A,1650.0,1.4,4.4,8.6,True,5228.0,33,1,36,67,17,30
659,OPS 4983,1965-04-28,5.0,180.0,259.0,95.6,1965-031A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,12,15
660,Explorer 27,1965-04-29,4.6,936.0,1316.0,41.18,1965-032A,55.0,1.2,0.3,4.6,True,,2,0,6,40,0,45
661,PUNDIT IV,1965-04-28,0.8,500.0,548.0,95.21,1965-031B,105.0,0.9,0.3,0.9,True,,16,0,29,50,12,23
662,OPS 5023,1965-04-29,2.1,182.0,467.0,85.03,1965-033A,1615.0,1.52,7.08,7.08,True,27.0,11,0,3,52,6,2
665,LES 2,1965-05-06,0.6,2783.0,14794.0,32.21,1965-034B,36.67,0.6,0.6,0.6,True,,7,0,27,78,4,24
666,LCS 1,1965-05-06,1.1,2776.0,2800.0,32.13,1965-034C,33.7,1.13,1.13,1.13,True,,39,0,46,83,4,4
667,Kosmos-66,1965-05-07,6.5,200.0,278.0,65.01,1965-035A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
669,Luna-5,1965-05-09,2.6,,,,1965-036A,1371.0,1.5,2.6,2.6,True,3.0,1,1,1,41,7,9
670,SRV 627,1965-04-29,0.8,193.0,1142.0,84.85,1965-033B,,0.7,0.8,0.8,True,40.322916666666664,11,0,0,0,0,0
673,OPS 8431,1965-05-18,2.1,192.0,325.0,75.02,1965-037A,1615.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
674,OPS 8386,1965-05-20,0.6,554.0,962.0,98.64,1965-038A,247.77,0.6,0.5,0.6,True,17095.0,16,0,8,42,10,2
676,Pegasus 2,1965-05-25,29.0,508.0,737.0,31.76,1965-039A,10300.0,2.0,5.0,29.0,True,5275.888888888889,37,0,45,79,0,20
677,Kosmos-67,1965-05-25,6.5,203.0,337.0,51.83,1965-040A,5650.0,2.4,5.0,5.0,True,,29,1,31,57,1,18
679,Apollo BP-26,1965-05-25,3.9,511.0,739.0,31.76,1965-039B,5173.0,3.9,12.9,12.9,True,8810.0,13,0,34,65,0,3
680,OPS 5236,1965-05-27,5.0,149.0,267.0,95.78,1965-041A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,12,15
681,IMP 3,1965-05-29,5.0,195.0,264252.0,33.86,1965-042A,59.0,0.7,0.3,5.0,True,,2,0,22,58,14,37
683,Gemini IV,1965-06-03,3.5,165.0,289.0,32.5,1965-043A,3581.0,3.0,5.59,5.59,True,4.716666666666667,13,0,11,64,1,3
685,Luna-6,1965-06-08,2.6,164.0,248.0,64.76,1965-044A,1442.0,1.5,2.6,2.6,True,3.0,1,1,1,41,1,9
688,OPS 8425,1965-06-09,2.1,174.0,353.0,75.07,1965-045A,1615.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
689,Kosmos-68,1965-06-15,6.5,200.0,319.0,65.02,1965-046A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
691,Titan 3A Fairing,1965-06-18,4.0,168.0,189.0,32.14,1965-047A,9613.48,3.0,5.0,5.0,True,11.0,7,0,47,84,1,0
695,NNS O-4,1965-06-24,30.0,1027.0,1140.0,90.0,1965-048A,54.0,0.5,0.3,30.0,True,,5,0,6,40,9,22
696,Kosmos-69,1965-06-25,6.5,205.0,309.0,64.89,1965-049A,5650.0,2.4,5.0,5.0,True,,29,1,31,57,1,18
697,FANION I,1965-06-25,0.8,495.0,507.0,107.64,1965-050A,105.0,0.9,0.3,0.9,True,1154.0,16,0,48,50,15,23
699,OPS 5501,1965-06-25,5.0,148.0,282.0,107.64,1965-050B,2190.0,1.52,7.08,7.08,True,,16,0,26,51,15,15
702,Tiros 10,1965-07-02,1.1,743.0,835.0,98.6,1965-051A,125.87,1.07,0.56,1.07,True,,40,0,8,77,10,2
703,Kosmos-70,1965-07-02,1.8,225.0,1113.0,48.76,1965-052A,220.0,1.2,1.8,1.8,True,534.0,36,1,44,21,0,11
707,Kosmos-71,1965-07-16,0.8,517.0,545.0,56.05,1965-053A,49.55,0.8,1.0,1.0,True,1852.0,33,1,36,66,1,24
708,Kosmos-72,1965-07-16,0.8,541.0,584.0,56.06,1965-053B,49.55,0.8,1.0,1.0,True,5152.0,33,1,36,66,1,24
709,Kosmos-73,1965-07-16,0.8,538.0,555.0,56.06,1965-053C,49.55,0.8,1.0,1.0,True,3169.0,33,1,36,66,1,24
710,Kosmos-74,1965-07-16,0.8,542.0,613.0,56.04,1965-053D,49.55,0.8,1.0,1.0,True,5263.0,33,1,36,66,1,24
711,Kosmos-75,1965-07-16,0.8,546.0,636.0,56.03,1965-053E,49.55,0.8,1.0,1.0,True,5187.0,33,1,36,66,1,24
713,OPS 8411,1965-07-17,3.0,469.0,512.0,70.19,1965-055A,1600.0,1.52,7.08,7.08,True,1250.0,16,0,13,26,1,16
718,Zond-3,1965-07-18,3.7,,inf,64.75,1965-056A,960.0,1.1,3.7,3.7,True,1.0,1,1,1,34,3,27
720,OPS 5543,1965-07-19,2.1,185.0,472.0,85.06,1965-057A,1615.0,1.52,7.08,7.08,True,,11,0,3,52,6,2
721,Vela 3A,1965-07-20,1.4,106366.0,115838.0,35.34,1965-058A,234.0,1.4,1.4,1.4,True,,7,0,4,54,5,24
722,Vela 3B,1965-07-20,1.4,101714.0,121281.0,34.94,1965-058B,224.0,1.4,1.4,1.4,True,,7,0,4,54,5,24
723,ERS 17,1965-07-20,0.8,566.0,111790.0,36.88,1965-058C,5.0,0.3,0.3,0.8,True,1077.0,7,0,4,85,5,25
724,Kosmos-76,1965-07-23,1.2,255.0,499.0,48.78,1965-059A,200.0,1.2,1.2,1.2,True,236.0,41,1,44,27,1,24
726,Proton,1965-07-16,9.0,177.0,523.0,63.46,1965-054A,12091.18,4.0,3.0,4.0,True,87.0,1,1,1,86,1,12
727,Pegasus 3,1965-07-30,29.0,516.0,536.0,28.87,1965-060A,10323.0,2.0,5.0,29.0,True,1466.2944444444445,37,0,45,79,1,20
728,Apollo BP-9A,1965-07-30,3.9,521.0,536.0,28.87,1965-060B,5297.0,3.91,8.99,8.99,True,3767.0,13,0,34,65,1,0
729,Kosmos-77,1965-08-03,6.5,199.0,279.0,51.8,1965-061A,5650.0,2.4,5.0,5.0,True,,34,1,31,57,1,18
731,OPS 5698,1965-08-03,5.0,149.0,307.0,107.47,1965-062A,2190.0,1.52,7.08,7.08,True,,16,0,26,51,15,15
732,MAGNUM,1965-08-03,0.8,502.0,507.0,107.35,1965-062B,105.0,0.9,0.3,0.9,True,,16,0,35,50,15,23
735,Surveyor D-2,1965-08-11,2.8,166.0,815085.0,28.56,1965-064A,945.0,1.3,2.8,2.8,True,,8,0,5,87,7,46
736,Kosmos-78,1965-08-14,6.5,199.0,304.0,68.97,1965-066A,4707.63,2.4,4.3,4.3,True,,34,1,31,24,1,18
737,EGRS V,1965-08-10,0.5,1136.0,2424.0,69.24,1965-063A,18.0,0.51,0.51,0.51,True,,30,0,49,35,4,4
740,Dodecapole 2,1965-08-13,15.2,1085.0,1190.0,90.03,1965-065C,3.96,0.3,0.3,15.2,True,,24,0,19,81,9,41
741,Tempsat 1,1965-08-13,0.4,1085.0,1193.0,90.02,1965-065E,8.92,0.36,0.36,0.36,True,,24,0,19,72,9,4
742,OPS 7208,1965-08-17,2.1,200.0,381.0,70.02,1965-067A,1615.0,1.52,7.08,7.08,True,,11,0,3,52,1,2
743,NNS O-5,1965-08-13,30.0,1087.0,1192.0,90.02,1965-065F,60.46,0.5,0.3,30.0,True,,5,0,38,40,9,22
744,Navspasur Rod,1965-08-13,0.4,1083.0,1190.0,90.02,1965-065G,3.0,0.4,0.4,0.4,True,,24,0,19,88,9,4
745,Gemini V,1965-08-21,3.5,170.0,330.0,32.59,1965-068A,3301.0,3.0,5.59,5.59,True,8.538194444444445,13,0,11,64,1,3
747,REP,1965-08-21,0.6,169.0,338.0,32.59,1965-068C,34.69,0.3,0.3,0.6,True,6.0,13,0,11,89,1,47
748,Calsphere,1965-08-13,0.4,1083.0,1195.0,90.04,1965-065H,4.0,0.4,0.4,0.4,True,,24,0,19,72,9,4
749,Kosmos-79,1965-08-25,6.5,205.0,338.0,64.9,1965-069A,5650.0,2.4,5.0,5.0,True,,34,1,31,57,1,18
752,Kosmos-80,1965-09-03,0.8,1356.0,1550.0,56.05,1965-070A,49.55,0.8,1.0,1.0,True,,33,1,36,66,0,24
753,Kosmos-81,1965-09-03,0.8,1386.0,1554.0,56.05,1965-070B,49.55,0.8,1.0,1.0,True,,33,1,36,66,0,24
754,Kosmos-82,1965-09-03,0.8,1412.0,1559.0,56.07,1965-070C,49.55,0.8,1.0,1.0,True,,33,1,36,66,0,24
755,Kosmos-83,1965-09-03,0.8,1440.0,1566.0,56.05,1965-070D,49.55,0.8,1.0,1.0,True,,33,1,36,66,0,24
