,LDate,Span,Perigee,Inc,mass(kg),length(m),height(m),depth(m),Days,OwnerF,StateF,ManufacturerF,BusF,OpOrbitF,shapeF,DateN
5057,1980-06-05,10.6,262.0,51.62,6521.31,2.72,7.49,7.49,1.6652777777777779,101,1,112,317,1,93,7908.0
5061,1980-06-06,23.0,468.0,74.02,545.09,1.5,1.8,1.8,574.0,59,1,44,276,1,103,7909.0
5069,1980-06-14,5.0,665.0,62.89,1238.85,1.6,4.2,4.2,12032.0,59,1,103,227,26,115,7917.0
5073,1980-06-18,4.5,583.0,97.94,1500.0,1.4,4.5,4.5,4274.0,102,1,23,249,10,20,7921.0
5079,1980-06-21,8.6,632.0,62.9,1650.0,1.4,4.4,8.6,3936.0,73,1,125,67,26,30,7924.0
5087,1980-06-29,7.9,321.0,51.62,6957.38,2.3,7.89,7.89,2.245138888888889,101,1,112,300,1,93,7932.0
5115,1980-07-18,0.7,304.0,44.76,34.69,0.6,0.6,0.6,306.0,109,14,139,312,0,4,7951.0
5118,1980-07-23,7.2,324.0,51.62,6739.35,2.72,7.49,7.49,1.8347222222222221,101,1,112,222,1,93,7956.0
5123,1980-06-06,0.2,480.0,74.02,5.0,0.2,0.2,0.2,110.0,59,1,44,282,1,4,7909.0
5124,1980-06-06,0.2,451.0,74.03,5.0,0.2,0.2,0.2,100.0,59,1,44,282,1,4,7909.0
5127,1980-07-31,23.0,342.0,50.66,545.09,1.5,1.8,1.8,207.0,59,1,44,276,1,103,7964.0
5146,1980-07-31,0.2,338.0,50.66,5.0,0.2,0.2,0.2,72.0,59,1,44,282,1,4,7964.0
5147,1980-07-31,0.2,341.0,50.66,5.0,0.2,0.2,0.2,75.0,59,1,44,282,1,4,7964.0
5154,1980-09-18,7.2,262.0,51.63,6739.35,2.72,7.49,7.49,1.867361111111111,101,1,112,222,1,93,8013.0
5163,1980-07-31,0.2,340.0,50.65,5.0,0.2,0.2,0.2,92.0,59,1,44,282,1,4,7964.0
5164,1980-07-31,0.2,331.0,50.66,5.0,0.2,0.2,0.2,85.0,59,1,44,282,1,4,7964.0
5165,1980-07-31,0.2,323.0,50.67,5.0,0.2,0.2,0.2,85.0,59,1,44,282,1,4,7964.0
5166,1980-07-31,0.2,336.0,50.67,5.0,0.2,0.2,0.2,87.0,59,1,44,282,1,4,7964.0
5167,1980-09-28,7.9,303.0,51.62,6957.38,2.3,7.89,7.89,2.7104166666666667,101,1,112,300,1,93,8023.0
5178,1980-07-31,0.2,333.0,50.68,5.0,0.2,0.2,0.2,95.0,59,1,44,282,1,4,7964.0
5179,1980-07-31,0.2,333.0,50.67,5.0,0.2,0.2,0.2,95.0,59,1,44,282,1,4,7964.0
5180,1980-07-31,0.2,331.0,50.68,5.0,0.2,0.2,0.2,96.0,59,1,44,282,1,4,7964.0
5181,1980-07-31,0.2,333.0,50.65,5.0,0.2,0.2,0.2,102.0,59,1,44,282,1,4,7964.0
5182,1980-10-14,5.1,492.0,74.05,867.2,1.0,2.0,2.0,940.0,81,1,44,156,1,20,8039.0
5191,1980-07-31,0.2,327.0,50.64,5.0,0.2,0.2,0.2,119.0,59,1,44,282,1,4,7964.0
5192,1980-07-31,0.2,329.0,50.69,5.0,0.2,0.2,0.2,110.0,59,1,44,282,1,4,7964.0
5193,1980-07-31,0.2,324.0,50.69,5.0,0.2,0.2,0.2,110.0,59,1,44,282,1,4,7964.0
5198,1980-07-31,0.2,326.0,50.66,5.0,0.2,0.2,0.2,115.0,59,1,44,282,1,4,7964.0
5199,1980-07-31,0.2,328.0,50.66,5.0,0.2,0.2,0.2,125.0,59,1,44,282,1,4,7964.0
5200,1980-07-31,0.2,326.0,50.62,5.0,0.2,0.2,0.2,111.0,59,1,44,282,1,4,7964.0
5203,1980-07-31,0.2,312.0,50.66,5.0,0.2,0.2,0.2,109.0,59,1,44,282,1,4,7964.0
5204,1980-07-31,0.2,306.0,50.65,5.0,0.2,0.2,0.2,109.0,59,1,44,282,1,4,7964.0
5206,1980-07-31,0.2,291.0,50.66,5.0,0.2,0.2,0.2,108.0,59,1,44,282,1,4,7964.0
5207,1980-07-31,0.2,315.0,50.65,5.0,0.2,0.2,0.2,115.0,59,1,44,282,1,4,7964.0
5211,1980-11-15,6.6,35778.0,0.16,566.9,2.16,6.59,6.59,1689.0,134,0,21,330,16,20,8071.0
5212,1980-11-16,8.6,617.0,63.4,1650.0,1.4,4.4,8.6,5480.0,73,1,125,67,26,30,8072.0
5217,1980-11-21,13.1,628.0,81.23,2477.7,1.5,5.0,5.0,11114.0,81,1,44,193,0,20,8077.0
5220,1980-07-31,0.2,318.0,50.66,5.0,0.2,0.2,0.2,136.0,59,1,44,282,1,4,7964.0
5221,1980-07-31,0.2,312.0,50.66,5.0,0.2,0.2,0.2,135.0,59,1,44,282,1,4,7964.0
5222,1980-11-27,10.6,254.0,51.62,6788.9,2.72,7.49,7.49,1.6625,101,1,112,317,1,93,8083.0
5248,1980-12-25,17.6,978.0,65.83,976.21,1.8,1.8,1.8,0.9958333333333333,45,1,54,221,14,112,8111.0
5252,1980-12-26,6.3,165.0,67.13,6640.24,2.4,6.99,6.99,26.0,73,1,106,258,1,1,8112.0
5260,1981-01-09,8.1,489.0,62.83,1750.0,1.6,3.6,8.1,6749.0,120,1,125,256,26,30,8126.0
5273,1981-01-24,7.9,347.0,51.62,6957.38,2.3,7.89,7.89,2.6638888888888888,101,1,112,300,1,93,8141.0
5283,1981-02-06,23.0,467.0,74.03,545.09,1.5,1.8,1.8,516.0,66,1,44,283,1,103,8154.0
5296,1981-02-21,2.5,571.0,31.34,188.31,1.06,0.85,1.06,3792.0,72,10,89,334,0,5,8169.0
5298,1981-02-21,6.3,35772.0,0.33,1490.0,2.4,3.5,6.3,7435.0,114,0,21,281,16,2,8169.0
5314,1981-03-12,10.6,343.0,51.63,6788.9,2.72,7.49,7.49,62.85625,101,1,112,317,1,93,8188.0
5328,1981-03-22,7.2,335.0,51.63,6739.35,2.72,7.49,7.49,1.6861111111111111,101,1,112,222,1,93,8198.0
5330,1981-03-24,8.1,638.0,62.75,1750.0,1.6,3.6,8.1,4227.0,120,1,125,256,26,30,8200.0
5344,1981-04-12,37.3,266.0,40.34,68388.5,5.49,37.23,23.78,2.763888888888889,93,0,140,335,1,136,8219.0
5349,1980-06-06,0.2,411.0,74.05,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5350,1980-06-06,0.2,431.0,74.06,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5353,1980-06-06,0.2,414.0,74.02,5.0,0.2,0.2,0.2,329.0,59,1,44,282,1,4,7909.0
5354,1980-06-06,0.2,416.0,74.01,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5355,1980-06-06,0.2,421.0,73.99,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5356,1980-06-06,0.2,425.0,74.01,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5357,1980-06-06,0.2,426.0,74.04,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5358,1981-04-25,13.0,257.0,51.58,14965.31,4.15,10.99,10.99,55.28611111111111,123,1,90,294,1,121,8232.0
5360,1980-06-06,0.2,399.0,73.99,5.0,0.2,0.2,0.2,331.0,59,1,44,282,1,4,7909.0
5372,1980-06-06,0.2,410.0,74.02,5.0,0.2,0.2,0.2,356.0,59,1,44,282,1,4,7909.0
5373,1981-05-14,7.2,268.0,51.63,6739.35,2.72,7.49,7.49,1.7847222222222223,101,1,112,222,1,93,8251.0
5377,1980-06-06,0.2,406.0,74.03,5.0,0.2,0.2,0.2,348.0,59,1,44,282,1,4,7909.0
5381,1981-05-19,13.1,590.0,81.19,2477.7,1.5,5.0,5.0,11672.0,81,1,44,193,1,20,8256.0
5391,1980-06-06,0.2,429.0,73.99,5.0,0.2,0.2,0.2,381.0,59,1,44,282,1,4,7909.0
5392,1980-06-06,0.2,424.0,74.04,5.0,0.2,0.2,0.2,377.0,59,1,44,282,1,4,7909.0
5393,1980-06-06,0.2,414.0,74.02,5.0,0.2,0.2,0.2,478.0,59,1,44,282,1,4,7909.0
5394,1980-06-06,0.2,399.0,74.01,5.0,0.2,0.2,0.2,381.0,59,1,44,282,1,4,7909.0
5395,1980-06-06,0.2,395.0,74.0,5.0,0.2,0.2,0.2,377.0,59,1,44,282,1,4,7909.0
5396,1980-06-06,0.2,384.0,74.05,5.0,0.2,0.2,0.2,376.0,59,1,44,282,1,4,7909.0
5398,1980-06-06,0.2,406.0,74.0,5.0,0.2,0.2,0.2,373.0,59,1,44,282,1,4,7909.0
5399,1980-06-06,0.2,387.0,74.03,5.0,0.2,0.2,0.2,379.0,59,1,44,282,1,4,7909.0
5400,1981-05-31,0.7,181.0,46.25,37.66,0.6,0.6,0.6,8.28888888888889,109,14,139,312,1,4,8268.0
5409,1980-06-06,0.2,337.0,74.0,5.0,0.2,0.2,0.2,373.0,59,1,44,282,1,4,7909.0
5410,1980-06-06,0.2,322.0,74.02,5.0,0.2,0.2,0.2,379.0,59,1,44,282,1,4,7909.0
5411,1980-06-06,0.2,294.0,74.0,5.0,0.2,0.2,0.2,402.0,59,1,44,282,1,4,7909.0
5412,1981-06-09,8.1,477.0,62.83,1750.0,1.6,3.6,8.1,6090.0,120,1,125,256,26,30,8277.0
5423,1981-06-19,5.0,665.0,62.87,1238.85,1.6,4.2,4.2,7015.0,59,1,103,227,26,115,8287.0
5428,1981-06-24,8.6,615.0,62.84,1650.0,1.4,4.4,8.6,3825.0,135,1,125,67,26,30,8292.0
5461,1981-08-03,22.0,299.0,89.99,420.0,1.4,1.1,22.0,565.0,2,0,8,337,9,71,8332.0
5500,1981-09-03,30.0,276.0,97.0,13379.58,2.0,19.48,19.48,1177.0,11,0,4,288,12,20,8363.0
5521,1981-09-19,2.0,233.0,59.47,478.69,1.65,1.65,1.65,382.0,77,11,84,340,0,0,8379.0
5527,1981-09-23,2.0,380.0,65.82,991.08,2.0,4.0,4.0,2749.0,59,1,44,248,1,2,8383.0
5529,1981-09-24,6.6,35492.0,0.24,566.9,2.16,6.59,6.59,1376.0,134,0,21,330,18,20,8384.0
5530,1981-09-28,23.0,461.0,82.95,991.08,2.0,4.0,4.0,699.0,59,1,44,276,1,2,8388.0
5537,1981-10-06,2.2,481.0,97.69,433.1,1.25,1.7,1.7,3437.0,138,0,14,341,12,2,8396.0
5538,1981-10-06,6.5,483.0,97.61,51.54,0.42,0.42,0.74,2929.0,139,2,141,342,12,8,8396.0
5551,1981-10-17,8.1,610.0,62.9,1750.0,1.6,3.6,8.1,5563.0,120,1,125,256,26,30,8407.0
5570,1981-11-12,37.3,254.0,38.03,68388.5,5.49,37.23,23.78,2.890972222222222,93,0,140,335,1,136,8433.0
5573,1981-11-17,8.6,487.0,62.78,1650.0,1.4,4.4,8.6,4368.0,135,1,125,67,26,30,8438.0
5577,1981-11-20,1.7,438.0,50.67,440.04,1.55,1.19,1.55,3662.0,109,14,117,343,1,24,8441.0
5616,1982-01-29,23.0,474.0,74.05,545.09,1.5,1.8,1.8,1892.0,59,1,44,276,1,103,8511.0
5621,1981-09-28,0.2,445.0,82.95,5.0,0.2,0.2,0.2,152.0,59,1,44,282,1,4,8388.0
5622,1981-09-28,0.2,442.0,82.95,5.0,0.2,0.2,0.2,151.0,59,1,44,282,1,4,8388.0
5657,1982-03-22,37.3,237.0,38.03,68388.5,5.49,37.23,23.78,8.669444444444444,93,0,140,335,1,136,8563.0
5658,1982-03-24,8.1,629.0,62.86,1750.0,1.6,3.6,8.1,3744.0,120,1,125,256,26,30,8565.0
5667,1982-03-31,5.1,501.0,74.04,867.2,1.0,2.0,2.0,2737.0,81,1,44,156,1,20,8572.0
5683,1982-04-19,17.0,341.0,51.59,19920.71,4.15,13.99,13.99,3216.1555555555556,101,1,90,198,1,121,8591.0
5685,1982-01-29,0.2,473.0,74.05,5.0,0.2,0.2,0.2,137.0,59,1,44,282,1,4,8511.0
5686,1982-01-29,0.2,464.0,74.05,5.0,0.2,0.2,0.2,133.0,59,1,44,282,1,4,8511.0
5687,1982-04-21,23.0,345.0,50.69,545.09,1.5,1.8,1.8,327.0,59,1,44,276,1,103,8593.0
5714,1982-05-13,10.6,285.0,51.63,6788.9,2.72,7.49,7.49,1.4583333333333333,101,1,112,317,1,93,8615.0
5717,1982-04-19,1.0,334.0,51.59,27.75,0.6,0.6,0.6,81.0,127,1,143,347,1,4,8591.0
5726,1982-05-23,7.9,290.0,51.62,6957.38,2.3,7.89,7.89,2.3305555555555557,101,1,112,300,1,93,8625.0
5732,1982-05-28,8.6,642.0,62.84,1650.0,1.4,4.4,8.6,3828.0,135,1,125,67,26,30,8630.0
5740,1982-01-29,0.2,469.0,74.07,5.0,0.2,0.2,0.2,200.0,59,1,44,282,1,4,8511.0
5741,1982-01-29,0.2,468.0,74.04,5.0,0.2,0.2,0.2,197.0,59,1,44,282,1,4,8511.0
5742,1982-01-29,0.2,468.0,74.05,5.0,0.2,0.2,0.2,194.0,59,1,44,282,1,4,8511.0
5743,1982-01-29,0.2,464.0,74.06,5.0,0.2,0.2,0.2,184.0,59,1,44,282,1,4,8511.0
5744,1982-01-29,0.2,465.0,74.04,5.0,0.2,0.2,0.2,181.0,59,1,44,282,1,4,8511.0
5745,1982-01-29,0.2,462.0,74.06,5.0,0.2,0.2,0.2,178.0,59,1,44,282,1,4,8511.0
5746,1982-01-29,0.2,457.0,74.03,5.0,0.2,0.2,0.2,176.0,59,1,44,282,1,4,8511.0
5762,1982-06-18,17.0,143.0,82.9,787.91,2.0,2.1,2.1,9.0,94,1,85,260,1,2,8651.0
5768,1982-06-24,10.6,282.0,51.63,6788.9,2.72,7.49,7.49,1.7402777777777778,101,1,112,317,1,93,8657.0
5775,1982-06-27,37.3,295.0,28.52,68388.5,5.49,37.23,23.78,7.672916666666667,93,0,140,335,1,136,8660.0
5784,1982-07-10,7.9,303.0,51.63,6957.38,2.3,7.89,7.89,2.4868055555555557,101,1,112,300,1,93,8673.0
5789,1982-07-16,6.0,700.0,98.25,1938.0,2.1,4.3,6.0,169.0,2,0,145,328,10,119,8679.0
5800,1982-07-21,8.6,606.0,62.99,1650.0,1.4,4.4,8.6,3734.0,135,1,125,67,26,30,8684.0
5808,1982-07-29,23.0,342.0,50.69,545.09,1.5,1.8,1.8,293.0,59,1,44,276,1,103,8692.0
5814,1982-08-05,13.1,629.0,81.16,1750.0,1.3,3.2,13.1,11727.902777777777,81,1,44,193,0,58,8699.0
5820,1982-01-29,0.2,473.0,74.05,5.0,0.2,0.2,0.2,249.0,59,1,44,282,1,4,8511.0
5821,1982-01-29,0.2,470.0,74.07,5.0,0.2,0.2,0.2,249.0,59,1,44,282,1,4,8511.0
5822,1982-01-29,0.2,449.0,74.04,5.0,0.2,0.2,0.2,243.0,59,1,44,282,1,4,8511.0
5823,1982-01-29,0.2,447.0,74.05,5.0,0.2,0.2,0.2,242.0,59,1,44,282,1,4,8511.0
5824,1982-08-19,10.6,302.0,51.62,6788.9,2.72,7.49,7.49,1.7722222222222221,101,1,112,317,1,93,8713.0
5828,1982-01-29,0.2,462.0,74.05,5.0,0.2,0.2,0.2,248.0,59,1,44,282,1,4,8511.0
5829,1982-01-29,0.2,454.0,74.04,5.0,0.2,0.2,0.2,248.0,59,1,44,282,1,4,8511.0
5835,1982-08-30,5.8,251.0,65.01,1250.0,2.5,5.99,5.99,146.92361111111111,94,1,110,146,1,2,8724.0
5848,1982-09-09,2.2,173.0,62.98,1780.0,2.2,1.6,2.2,12.0,77,11,84,272,1,26,8734.0
5859,1982-09-18,7.9,299.0,51.62,6957.38,2.3,7.89,7.89,2.2583333333333333,101,1,112,300,1,93,8743.0
5861,1982-09-22,5.0,643.0,63.2,1238.85,1.6,4.2,4.2,9756.0,59,1,103,227,26,115,8747.0
5886,1982-10-21,2.0,363.0,50.68,545.09,1.5,1.8,1.8,344.0,59,1,44,325,1,103,8776.0
5894,1982-10-31,7.9,352.0,51.62,6957.38,2.3,7.89,7.89,2.5569444444444445,101,1,112,300,1,93,8786.0
5904,1982-11-11,37.3,296.0,28.47,68388.5,5.49,37.23,23.78,5.60625,93,0,140,335,1,136,8797.0
5905,1982-11-11,6.6,35782.0,0.26,566.9,2.16,6.59,6.59,963.0,134,0,21,330,16,20,8797.0
5909,1982-11-17,30.0,271.0,96.97,13379.58,2.0,19.48,19.48,1000.0,11,0,4,288,12,20,8803.0
5914,1981-09-28,0.2,392.0,82.83,5.0,0.2,0.2,0.2,433.0,59,1,44,282,1,4,8388.0
5915,1981-09-28,0.2,391.0,82.87,5.0,0.2,0.2,0.2,433.0,59,1,44,282,1,4,8388.0
5923,1982-12-08,8.6,422.0,62.83,991.08,1.6,3.4,3.4,1137.0,135,1,125,67,1,46,8824.0
5926,1981-09-28,0.2,395.0,82.91,5.0,0.2,0.2,0.2,445.0,59,1,44,282,1,4,8388.0
5927,1981-09-28,0.2,378.0,82.95,5.0,0.2,0.2,0.2,444.0,59,1,44,282,1,4,8388.0
5930,1981-09-28,0.2,385.0,82.93,5.0,0.2,0.2,0.2,450.0,59,1,44,282,1,4,8388.0
5931,1981-09-28,0.2,388.0,82.94,5.0,0.2,0.2,0.2,451.0,59,1,44,282,1,4,8388.0
5935,1981-09-28,0.2,376.0,82.95,5.0,0.2,0.2,0.2,452.0,59,1,44,282,1,4,8388.0
5936,1981-09-28,0.2,308.0,82.9,5.0,0.2,0.2,0.2,446.0,59,1,44,282,1,4,8388.0
5937,1981-09-28,0.2,264.0,82.9,5.0,0.2,0.2,0.2,445.0,59,1,44,282,1,4,8388.0
5938,1981-09-28,0.2,213.0,82.94,5.0,0.2,0.2,0.2,445.0,59,1,44,282,1,4,8388.0
5939,1981-09-28,0.2,198.0,82.94,5.0,0.2,0.2,0.2,444.0,59,1,44,282,1,4,8388.0
5940,1981-09-28,0.2,376.0,82.94,5.0,0.2,0.2,0.2,459.0,59,1,44,282,1,4,8388.0
5944,1981-09-28,0.2,270.0,82.92,5.0,0.2,0.2,0.2,459.0,59,1,44,282,1,4,8388.0
5945,1981-09-28,0.2,248.0,82.98,5.0,0.2,0.2,0.2,459.0,59,1,44,282,1,4,8388.0
5950,1982-12-29,2.0,443.0,65.84,2180.38,2.0,4.0,4.0,2472.0,59,1,44,325,1,2,8845.0
5981,1981-09-28,0.2,367.0,82.94,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5982,1981-09-28,0.2,349.0,82.99,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5983,1981-09-28,0.2,357.0,82.99,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5984,1981-09-28,0.2,369.0,82.95,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5985,1981-09-28,0.2,367.0,82.94,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5986,1981-09-28,0.2,345.0,82.93,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5987,1983-02-20,3.0,488.0,31.49,218.04,0.9,1.17,1.17,2127.0,142,10,149,334,1,5,8898.0
5989,1981-09-28,0.2,341.0,82.88,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5990,1981-09-28,0.2,342.0,82.89,5.0,0.2,0.2,0.2,518.0,59,1,44,282,1,4,8388.0
5991,1982-04-21,0.2,255.0,50.71,5.0,0.2,0.2,0.2,312.0,59,1,44,282,1,4,8593.0
5992,1982-04-21,0.2,254.0,50.69,5.0,0.2,0.2,0.2,310.0,59,1,44,282,1,4,8593.0
5993,1982-04-21,0.2,254.0,50.63,5.0,0.2,0.2,0.2,311.0,59,1,44,282,1,4,8593.0
5994,1982-04-21,0.2,253.0,50.69,5.0,0.2,0.2,0.2,310.0,59,1,44,282,1,4,8593.0
5995,1982-04-21,0.2,258.0,50.64,5.0,0.2,0.2,0.2,310.0,59,1,44,282,1,4,8593.0
5996,1982-04-21,0.2,249.0,50.64,5.0,0.2,0.2,0.2,316.0,59,1,44,282,1,4,8593.0
5997,1982-04-21,0.2,265.0,50.67,5.0,0.2,0.2,0.2,312.0,59,1,44,282,1,4,8593.0
5998,1982-04-21,0.2,259.0,50.66,5.0,0.2,0.2,0.2,315.0,59,1,44,282,1,4,8593.0
6004,1982-04-21,0.2,204.0,50.66,5.0,0.2,0.2,0.2,311.0,59,1,44,282,1,4,8593.0
6005,1982-04-21,0.2,178.0,50.66,5.0,0.2,0.2,0.2,311.0,59,1,44,282,1,4,8593.0
6006,1982-04-21,0.2,215.0,50.7,5.0,0.2,0.2,0.2,311.0,59,1,44,282,1,4,8593.0
6007,1982-04-21,0.2,205.0,50.68,5.0,0.2,0.2,0.2,311.0,59,1,44,282,1,4,8593.0
6009,1982-04-21,0.2,196.0,50.64,5.0,0.2,0.2,0.2,318.0,59,1,44,282,1,4,8593.0
6017,1982-04-21,0.2,214.0,50.69,5.0,0.2,0.2,0.2,316.0,59,1,44,282,1,4,8593.0
6020,1983-03-02,13.0,319.0,51.61,19821.61,4.0,12.99,12.99,8.38888888888889,123,1,90,294,1,63,8908.0
6043,1983-03-23,9.0,25129.0,79.76,3171.46,2.3,2.7,2.7,1.3631944444444444,45,1,54,359,14,2,8929.0
6057,1983-04-02,8.6,522.0,62.97,1650.0,1.4,4.4,8.6,6143.0,135,1,125,67,26,30,8939.0
6061,1983-04-04,37.3,279.0,28.47,67270.56,5.49,37.23,23.78,5.7868055555555555,93,0,140,335,1,136,8941.0
6065,1983-04-06,2.0,468.0,65.85,991.08,2.0,4.0,4.0,2611.0,59,1,44,248,1,4,8943.0
6072,1982-07-29,0.2,274.0,50.67,5.0,0.2,0.2,0.2,267.0,59,1,44,282,1,4,8692.0
6073,1982-07-29,0.2,277.0,50.69,5.0,0.2,0.2,0.2,266.0,59,1,44,282,1,4,8692.0
6077,1982-07-29,0.2,278.0,50.67,5.0,0.2,0.2,0.2,258.0,59,1,44,282,1,4,8692.0
6078,1982-07-29,0.2,275.0,50.66,5.0,0.2,0.2,0.2,270.0,59,1,44,282,1,4,8692.0
6079,1982-07-29,0.2,276.0,50.69,5.0,0.2,0.2,0.2,263.0,59,1,44,282,1,4,8692.0
6080,1982-07-29,0.2,277.0,50.76,5.0,0.2,0.2,0.2,258.0,59,1,44,282,1,4,8692.0
6085,1983-04-15,5.7,127.0,96.51,2973.24,1.52,7.08,7.08,128.93194444444444,16,0,3,115,12,2,8952.0
6086,1983-04-17,0.7,387.0,46.61,41.63,0.65,0.65,0.65,2559.0,109,14,139,312,0,4,8954.0
6089,1983-04-19,23.0,468.0,74.03,545.09,1.5,1.8,1.8,2211.0,59,1,44,276,1,103,8956.0
6091,1982-07-29,0.2,279.0,50.69,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6092,1982-07-29,0.2,272.0,50.68,5.0,0.2,0.2,0.2,268.0,59,1,44,282,1,4,8692.0
6093,1982-07-29,0.2,271.0,50.68,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6094,1982-07-29,0.2,265.0,50.67,5.0,0.2,0.2,0.2,270.0,59,1,44,282,1,4,8692.0
6095,1982-07-29,0.2,262.0,50.66,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6096,1982-07-29,0.2,274.0,50.68,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6097,1983-04-20,10.6,226.0,51.61,6788.9,2.72,7.49,7.49,2.561111111111111,101,1,112,317,1,93,8957.0
6101,1982-07-29,0.2,253.0,50.66,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6102,1982-07-29,0.2,257.0,50.66,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6103,1982-07-29,0.2,228.0,50.65,5.0,0.2,0.2,0.2,271.0,59,1,44,282,1,4,8692.0
6104,1982-07-29,0.2,244.0,50.65,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6105,1982-07-29,0.2,246.0,50.68,5.0,0.2,0.2,0.2,270.0,59,1,44,282,1,4,8692.0
6106,1982-07-29,0.2,230.0,50.67,5.0,0.2,0.2,0.2,272.0,59,1,44,282,1,4,8692.0
6107,1982-07-29,0.2,237.0,50.68,5.0,0.2,0.2,0.2,272.0,59,1,44,282,1,4,8692.0
6108,1982-07-29,0.2,224.0,50.66,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6111,1982-07-29,0.2,184.0,50.62,5.0,0.2,0.2,0.2,269.0,59,1,44,282,1,4,8692.0
6113,1983-04-25,5.0,652.0,63.03,1238.85,1.6,4.2,4.2,5495.0,59,1,103,227,26,115,8962.0
6125,1982-01-29,0.2,426.0,74.05,5.0,0.2,0.2,0.2,498.0,59,1,44,282,1,4,8511.0
6126,1982-01-29,0.2,434.0,74.05,5.0,0.2,0.2,0.2,497.0,59,1,44,282,1,4,8511.0
6127,1982-01-29,0.2,435.0,74.05,5.0,0.2,0.2,0.2,498.0,59,1,44,282,1,4,8511.0
6128,1982-01-29,0.2,430.0,74.1,5.0,0.2,0.2,0.2,496.0,59,1,44,282,1,4,8511.0
6129,1982-01-29,0.2,420.0,74.04,5.0,0.2,0.2,0.2,496.0,59,1,44,282,1,4,8511.0
6136,1982-01-29,0.2,410.0,74.11,5.0,0.2,0.2,0.2,496.0,59,1,44,282,1,4,8511.0
6139,1983-05-19,2.0,300.0,82.94,545.09,2.0,2.0,2.0,3538.0,59,1,44,325,0,4,8986.0
6147,1983-05-26,23.0,347.0,50.66,545.09,1.5,1.8,1.8,608.0,59,1,44,276,1,103,8993.0
6151,1983-05-26,3.2,584.0,72.0,336.97,2.1,1.4,3.2,1.4555555555555555,110,15,150,362,14,139,8993.0
6171,1983-06-18,37.3,296.0,28.46,67270.56,5.49,37.23,23.78,6.58125,93,0,140,335,1,136,9016.0
6172,1983-06-18,6.6,35786.0,0.13,540.14,2.16,6.42,6.42,3575.0,92,3,21,330,16,20,9016.0
6173,1983-06-18,6.5,35784.0,0.09,646.18,2.16,6.82,6.82,2754.0,117,16,21,330,16,20,9016.0
6176,1983-06-20,15.8,169.0,96.5,13181.37,3.0,14.99,14.99,275.0,16,0,3,202,12,20,9018.0
6185,1983-06-27,10.6,318.0,51.61,6788.9,2.72,7.49,7.49,1.448611111111111,101,1,112,317,1,93,9025.0
6196,1983-07-01,6.0,380.0,65.5,1050.55,1.8,1.8,1.8,1.1513888888888888,45,1,54,221,7,112,9029.0
6225,1983-07-19,8.6,478.0,62.93,1650.0,1.4,4.4,8.6,4237.0,135,1,125,67,26,30,9047.0
6231,1983-07-24,11.6,593.0,98.01,2477.7,1.5,5.0,5.0,10781.104166666666,102,1,23,366,10,20,9052.0
6235,1983-05-26,0.2,347.0,50.67,5.0,0.2,0.2,0.2,160.0,59,1,44,282,1,4,8993.0
6236,1983-05-26,0.2,347.0,50.66,5.0,0.2,0.2,0.2,158.0,59,1,44,282,1,4,8993.0
6237,1983-05-26,0.2,344.0,50.68,5.0,0.2,0.2,0.2,156.0,59,1,44,282,1,4,8993.0
6238,1983-05-26,0.2,342.0,50.66,5.0,0.2,0.2,0.2,152.0,59,1,44,282,1,4,8993.0
6240,1983-07-28,6.6,35442.0,0.15,648.17,2.16,6.82,6.82,3896.0,146,0,21,330,16,2,9056.0
6262,1983-08-17,7.9,319.0,51.61,6957.38,2.3,7.89,7.89,2.5743055555555556,101,1,112,300,1,93,9076.0
6265,1983-08-19,2.2,170.0,63.3,1840.0,2.2,1.6,2.2,15.0,77,11,84,272,1,26,9078.0
6278,1983-08-30,37.3,298.0,28.47,67270.56,5.49,37.23,23.78,6.319444444444445,93,0,140,335,1,136,9089.0
