,name,object class,mass(kg),shape,length(m),height(m),depth(m),re-entry epoch,max cross section (m2),min cross section (m2),avg cross section (m2),Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle
1476,O3b FM19,Payload,700.0,Trap Box + 2 Pan,2.0,4.0,12.0,,36.1684,6.3804,21.9803522058823,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,0.0,7818,7839,0.0007395147374722683,0.04,280.86,700.0,2019-04-04,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
1477,O3b FM20,Payload,700.0,Trap Box + 2 Pan,2.0,4.0,12.0,,36.1684,6.3804,21.9803522058823,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,0.0,7809,7839,0.0010567845568550092,0.04,280.73,700.0,2019-04-04,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST-B
1478,O3b PFM,Payload,700.0,Trap Box + 2 Pan,2.0,4.0,12.0,,36.1684,6.3804,21.9803522058823,United Kingdom,United Kingdom,O3b Networks Ltd.,Commercial,Communications,,MEO,Equatorial,0.0,8063,8069,0.00020781379883624278,0.03,287.93,700.0,2013-06-25,,Thales Alenia Space,France,Guiana Space Center,Soyuz-ST
1479,OCO-2,Payload,454.0,Hex Cyl + 2 Pan,0.94,2.1,9.0,,8.11741150350737,0.5739150350879471,3.81971085087731,USA,USA,National Aeronautics and Space Administration (NASA),Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,701,704,0.00021208907741251324,98.2,98.83,454.0,2014-07-02,2.0,Orbital Sciences Corp.,USA,Vandenberg AFB,Delta 2
1480,Odin,Payload,250.0,Box + 1 Plate + 1 Ant,1.1,2.0,3.8,,3.60609323402542,1.21,2.93466666666667,Sweden,Sweden,Swedish National Space Board,Government,Earth Observation,Earth Science,LEO,Sun-Synchronous,0.0,569,573,0.00028814291888776836,97.6,96.1,250.0,2001-02-20,2.0,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,Sweden/Canada/Finland/France,Svobodny Cosmodrome,Start 1
1481,Ofeq-10,Payload,300.0,Hex Cyl + 2 Pan + 1 Dish,0.5,1.0,3.0,,1.52605081071971,0.162379763209582,0.800523214938124,NR,Israel,Ministry of Defense,Military,Earth Observation,Radar Imaging,LEO,Non-Polar Inclined,0.0,385,601,0.015736558356403904,140.94,94.47,300.0,2014-04-09,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
1482,Ofeq 11,Payload,300.0,Oct Cyl + 2 Pan,1.2,2.4,3.6,,5.3589062856066905,1.01823376490863,3.49577345287723,NR,Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,386,608,0.01616426387068589,142.0,94.4,300.0,2016-09-13,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
1483,Ofeq-16,Payload,300.0,Oct Cyl + 2 Pan,1.2,2.4,3.6,,5.3589,1.0182,3.4958,NR (12/20),Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,352,603,0.01832785688207375,141.12,93.9,300.0,2020-07-06,,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit 2
1484,Ofeq-5,Payload,300.0,Oct Cyl + 2 Pan,1.2,2.4,3.6,,5.3589062856066905,1.01823376490863,3.49577345287723,NR,Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,367,764,0.02862086367241006,143.4,95.97,300.0,2002-05-28,4.0,"Israel Aircraft Industries (IAI), Missiles and Space Group",Israel,Palmachim Launch Complex ,Shavit
1485,Ofeq-7,Payload,300.0,Oct Cyl + 2 Pan,1.2,2.4,3.6,,5.3589062856066905,1.01823376490863,3.49577345287723,NR,Israel,Ministry of Defense,Military,Earth Observation,,LEO,Non-Polar Inclined,0.0,340,576,0.017281780902167546,141.76,93.75,300.0,2007-06-10,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
1486,Ofeq-9,Payload,300.0,Oct Cyl + 2 Pan,1.2,2.4,3.6,,5.3589062856066905,1.01823376490863,3.49577345287723,NR,Israel,Ministry of Defense,Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,343,589,0.01799297834991223,141.78,93.91,300.0,2010-06-22,5.0,Israel Aerospace Industries (IAI),Israel,Palmachim Launch Complex ,Shavit
1487,OneWeb-0012 (NanuqSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1019,0.001626677511183408,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1488,OneWeb-0007 (ChinghizSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1020,0.0016943409013893595,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1489,OneWeb-0008 (IcyerekezoSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1021,0.0017619951206288968,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1490,OneWeb-0010 (ChusigSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1021,0.0017619951206288968,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1491,OneWeb-0006 (SherpaSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1017,0.0014913232104121475,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1492,OneWeb-0011 (LempiraSat),Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,995,1023,0.0018972760536658086,87.8,105.2,147.7,2019-02-27,5.0,OneWeb Satellites/Airbus,UK,Guiana Space Center,Soyuz ST-B
1493,OneWeb 0013,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,439,460,0.001539702324217318,87.4,93.5,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1494,OneWeb 0017,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,474,0.001903088859610599,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1495,OneWeb 0018,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,455,490,0.0025575447570332483,87.4,94.0,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1496,OneWeb 0019,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,543,582,0.00281283808150018,87.4,95.9,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1497,OneWeb 0020,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,439,465,0.0019055995309293465,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1498,OneWeb 0021,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,439,460,0.001539702324217318,87.4,93.5,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1499,OneWeb 0022,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,445,467,0.0016114854966305305,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1500,OneWeb 0023,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,471,0.0016838714400761402,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1501,OneWeb 0024,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,446,467,0.0015381234893430016,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1502,OneWeb 0025,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,450,476,0.001902531830821016,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1503,OneWeb 0026,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,439,465,0.0019055995309293465,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1504,OneWeb 0027,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,484,0.002633118782913985,87.4,93.8,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1505,OneWeb 0028,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,439,465,0.0019055995309293465,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1506,OneWeb 0029,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,480,520,0.002911208151382824,87.4,94.6,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1507,OneWeb 0031,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,444,480,0.0026346604215456678,87.4,93.8,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1508,OneWeb 0032,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,443,467,0.0017582417582417582,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1509,OneWeb 0033,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,453,476,0.0016826395493452337,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1510,OneWeb 0034,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,498,534,0.0026139994191112397,87.4,94.9,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1511,OneWeb 0035,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,474,0.001903088859610599,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1512,OneWeb 0036,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,442,466,0.0017584994138335288,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1513,OneWeb 0037,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,466,500,0.0024806654020137165,87.4,94.2,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1514,OneWeb 0038,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,473,0.0018300270844008489,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1515,OneWeb 0039,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,447,468,0.0015378982057854267,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1516,OneWeb 0040,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,452,475,0.0016828857832735787,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1517,OneWeb 0041,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,447,467,0.0014647722279185586,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1518,OneWeb 0042,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,472,507,0.0025512063561484075,87.4,94.4,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1519,OneWeb 0043,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,455,476,0.001536098310291859,87.4,93.9,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1520,OneWeb 0044,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,447,467,0.0014647722279185586,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1521,OneWeb 0045,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,454,476,0.0016093635698610097,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1522,OneWeb 0046,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,488,528,0.002907822041291073,87.4,94.7,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1523,OneWeb 0047,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,468,0.0014645577035735204,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1524,OneWeb 0048,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,453,476,0.0016826395493452337,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1525,OneWeb 0049,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,474,0.001903088859610599,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1526,OneWeb 0050,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,476,512,0.0026223776223776225,87.4,94.4,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1527,OneWeb 0051,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,440,466,0.0019053202403634766,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1528,OneWeb 0052,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,451,476,0.001829223677471281,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1529,OneWeb 0053,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,451,476,0.001829223677471281,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1530,OneWeb 0054,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,473,0.0018300270844008489,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1531,OneWeb 0055,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,473,510,0.002696203454055236,87.4,94.4,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1532,OneWeb 0056,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,469,0.0015376729882111738,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1533,OneWeb 0057,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,471,0.0016838714400761402,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1534,OneWeb 0058,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,443,467,0.0017582417582417582,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1535,OneWeb 0059,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,441,467,0.0019050410316529887,87.4,93.6,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1536,OneWeb 0060,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,576,610,0.002441476375125664,87.4,96.5,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1537,OneWeb 0061,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,474,512,0.002768468599737724,87.4,94.4,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1538,OneWeb 0062,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,469,0.0015376729882111738,87.4,93.7,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1539,OneWeb 0063,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,478,517,0.0028394612304332,87.4,94.6,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1540,OneWeb 0064,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,448,484,0.002633118782913985,87.4,93.9,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1541,OneWeb 0065,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,449,475,0.0019028103044496489,87.4,93.8,148.0,2020-02-06,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1542,OneWeb 0066,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,430,466,0.002640070401877384,87.3,93.5,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1543,OneWeb 0067,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,432,468,0.0026392961876832845,87.4,93.6,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1544,OneWeb 0068,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,484,524,0.0029095141111434393,87.4,94.7,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1545,OneWeb 0069,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,441,480,0.002854842251665325,87.4,93.8,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
1546,OneWeb 0080,Payload,148.0,Box + 2 Pan,1.0,1.3,5.0,,4.0496,1.4342,2.95680294117647,United Kingdom,United Kingdom,OneWeb Satellites,Commercial,Communications,,LEO,Polar,0.0,433,472,0.002858189813118359,87.4,93.6,148.0,2020-03-21,5.0,OneWeb Satellites/Airbus,UK,Baikonur Cosmodrome,Soyuz-2.1b
