,"Name of Satellite, Alternate Names",Current Official Name of Satellite,Country/Org of UN Registry,Country of Operator/Owner,Operator/Owner,Users,Purpose,Detailed Purpose,Class of Orbit,Type of Orbit,Longitude of GEO (degrees),Perigee (km),Apogee (km),Eccentricity,Inclination (degrees),Period (minutes),Launch Mass (kg.),Dry Mass (kg.),Power (watts),Date of Launch,Expected Lifetime (yrs.),Contractor,Country of Contractor,Launch Site,Launch Vehicle,COSPAR Number,NORAD Number,Comments
1322,Lemur-2 Susurrus (Lemur 2FM120),Lemur FM120,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,554,568,0.0010099552734093205,97.7,94.5,4.0,,,2020-09-28,,Spire Global,USA,Plesetsk Cosmodrome,Soyuz 2.1b,2020-068S,46502,
1323,Lemur-2 Tachikoma (Lemur 2F29),Lemur 2F29,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,496,507,0.0008004074801717238,97.5,94.6,4.0,,,2017-02-15,,Spire Global,USA,Satish Dhawan Space Centre,PSLV-XL,2017-008BC,41998,
1324,Lemur-2 Tallhamn-ATC (Lemur 2F72),Lemur 2F72,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Polar,0.0,492,532,0.002906131938390003,82.9,94.8,4.0,,,2018-01-21,,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,2018-010E,43167,
1325,Lemur-2 TheNickMolo (Lemur 2F75),Lemur 2F75,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,571,588,0.0012231095762285057,97.3,96.2,4.0,,,2018-01-31,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-014F,43185,
1326,Lemur-2 Theodosia (Lemur 2FM111),Lemur 2FM111,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,568,576,0.0005762028233938346,36.9,96.1,4.0,,,2019-12-11,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-089M,44863,
1327,Lemur-2 TinyKev (Lemur 2F92) ,Lemur 2F92,Luxembourg,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,569,584,0.0010796804145972792,97.7,96.2,4.0,,,2018-12-27,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111H,43883,
1328,Lemur-2 TomHenderson (Lemur 2F78),Lemur 2F78,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,480,486,0.00043776448270830295,51.6,94.2,4.0,,,2018-07-16,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046H,43561,
1329,Lemur-2 UramChanSol (Lemur 2F77),Lemur 2F77,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,571,589,0.0012949640287769784,97.3,96.2,4.0,,,2018-01-31,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-014D,43183,
1330,Lemur-2 Ursa Avion (Lemur 2FM119),Lemur FM119,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,534,539,0.0003619778469557663,97.5,94.5,4.0,,,2020-09-02,,Spire Global,USA,Guiana Space Center,Vega,2020-061AY,46318,
1331,Lemur-2 Victor-Andrew (Lemur 2FM100),Lemur 2FM100,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,493,508,0.0010916236081798996,97.5,94.6,4.0,,,2019-04-01,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2019-018K,44087,
1332,Lemur-2 Vladimir (Lemur 2F85),Lemur 2F85,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,476,500,0.0017497812773403325,97.5,95.0,4.0,,,2018-11-29,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2018-096AD,43746,One of two Lemur satellites sponsored by ESA.
1333,Lemur-2 Vu (Lemur 2F81),Lemur 2F81,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,480,486,0.00043776448270830295,51.6,94.2,4.0,,,2018-07-16,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046E,43558,
1334,Lemur-2 Wallace (Lemur 2F128),Lemur 2F128,NR (12/20),USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,568,576,0.0005762028233938346,36.9,96.1,4.0,,,2020-11-07,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2020-081F,46910,
1335,Lemur-2 Wanli (Lemur 2FM102),Lemur 2FM102,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,513,547,0.002463768115942029,97.5,95.2,4.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,2019-038S,44402,
1336,Lemur-2 Wingo (Lemur 2F17),Lemur 2F17,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,498,507,0.00065478355765733,51.6,94.6,4.0,,,2016-10-17,,Spire Global,USA,Wallops Island Flight Facility,Antares 230,2016-062F,41874,
1337,Lemur-2 Xiaoqing (Lemur 2F15),Lemur 2F15,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,498,507,0.00065478355765733,51.6,94.6,4.0,,,2016-10-17,,Spire Global,USA,Wallops Island Flight Facility,Antares 230,2016-062C,41871,
1338,Lemur-2 XueniTerence (Lemur 2F35),Lemur 2F35,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,496,511,0.0010911471593802284,97.45,94.6,4.0,,,2017-06-23,,Spire Global,USA,Satish Dhawan Space Centre,PSLV,2017-036H,42772,
1339,Lemur-2 Yndrd (Lemur 2FM103),Lemur 2FM103,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,515,544,0.002101601565330821,97.5,95.2,4.0,,,2019-07-05,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1b,2019-038AE,44414,
1340,Lemur-2 YongLin (Lemur 2F50),Lemur 2F50,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,450,452,0.00014660606949127694,51.6,93.6,4.0,,,2017-12-09,,Spire Global,USA,International Space Station - Cygnus,Nanorack Deployer,2017-071J,43045,
1341,Lemur-2 Yuasa (Lemur 2F79),Lemur 2F79,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Non-Polar Inclined,0.0,480,486,0.00043776448270830295,51.6,94.2,4.0,,,2018-07-16,,Spire Global,USA,Cygnus,Nanorack Deployer,2018-046G,43560,
1342,Lemur-2 Zachary (Lemur 2F46),Lemur 2F46,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,587,597,0.0007181844297615628,97.6,96.5,4.0,,,2017-07-14,,Spire Global,USA,Baikonur Cosmodrome,Soyuz 2.1a,2017-042W,42845,
1343,Lemur-2 Zo (Lemur 2F91),Lemur 2F91,USA,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,569,584,0.0010796804145972792,97.7,96.2,4.0,,,2018-12-27,,Spire Global,USA,Vostochny Cosmodrome,Soyuz 2.1a,2018-111L,43886,
1344,Lemur-2 Zupanski (Lemur 2F82),Lemur 2F82,NR,USA,Spire Global Inc.,Commercial,Earth Observation,"Meteorology, Automatic Identification System (AIS)",LEO,Polar,0.0,495,595,0.0072306579898770785,85.0,94.7,4.0,,,2018-11-10,,Spire Global,USA,Rocket Lab Launch Complex 1,Electron,2018-088F,43695,
1345,LEO CP9 (Launch Environment Observer),LEO CP9,USA,USA,California Polytechnic State University,Civil,Technology Development,,Elliptical,,0.0,301,846,0.03924533736588176,28.5,96.1,6.0,,,2019-06-25,,California Polytechnic State University,USA,Cape Canaveral,Falcon Heavy,2019-036X,44360,
1346,LEO Vantage 1,LEO Vantage 1,NR,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,"Meteorology, Automatic Identification System (AIS)",LEO,Sun-Synchronous,0.0,494,506,0.0008733624454148472,97.5,94.6,100.0,,,2018-01-11,,Surrey Satellite Technology Ltd.,UK,Satish Dhawan Space Centre,PSLV,2018-004C,43113,Prototype for low earth  constellation - TeleSat Canada
1347,Lightsail-2,Lightsail-2,NR,USA,The Planetary Society,Civil,Technology Development,,LEO,Non-Polar Inclined,0.0,696,715,0.0013426612960214825,24.0,98.9,1.0,,,2019-06-25,,The Planetary Society,USA,Cape Canaveral,Falcon Heavy,2019-036AC,44420,Second from the Planetary Society.
1348,LightSat (D-Star One),LightSat,Germany,Germany,German Orbital Systems,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,514,547,0.0023911310774581552,97.5,95.2,1.0,,,2019-07-05,,German Orbital Systems,Germany,Vostochny Cosmodrome,Soyuz 2.1b,2019-038H,44393,
1349,"LilacSat-2 (CAS-3H, Zidingxiang-2)",LilacSat-2,NR,China,Harbin Institute/China Amateur Satellite - CAMSAT,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,520,541,0.0015216288674733715,97.47,95.24,11.0,,,2015-09-19,,Harbin Institute of Technology,China,Taiyuan Launch Center,Long March 6,2015-049K,40908,Technology demonstration and carries amateur radio.
1350,Ling Qiao,Ling Qiao,China,China,Xinwei Telecom Technology Company,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,779,808,0.0020241502059049348,98.47,100.73,100.0,,,2014-09-04,,Xinwei Telecom Technology Co/Tsinghua University,China,Jiuquan Satellite Launch Center,Long March 2D,2014-051A,40136,Test satellite for multimedial communications.
1351,Lingque 1A,Lingque 1A,NR,China,Beijing ZeroG Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Sun-Synchronous,0.0,516,539,0.0016672707502718377,97.5,95.2,3.0,,,2019-01-21,,Beijing ZeroG Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 11,2019-005A,43942,Planned constellation of Earth observation and data relay satellites.
1352,Lithuanicasat-2,Lithuanicasat-2 (QB50 LT01),Belgium,Lithuania,Vilnius University,Civil,Technology Development,,LEO,Sun-Synchronous,0.0,482,504,0.0016027976103744719,97.0,94.5,4.0,,,2017-06-23,,NanoAvionics,Lithuania,Satish Dhawan Space Centre,PSLX-XL,2017-036D,42768,QB50 science satellite.
1353,LKW-1 (Land Exploration Satellite 1),LKW-1,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,489,502,0.0009467627995047702,97.4,94.5,,,,2017-12-04,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2017-077A,43034,Suspected to be part of the Yaogan system.
1354,LKW-2 (Land Exploration Satellite 2),LKW-2,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,489,502,0.0009467627995047702,97.4,94.5,,,,2017-12-22,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2017-084A,43080,Suspected to be part of the Yaogan system.
1355,LKW-3 (Land Exploration Satellite 3),LKW-3,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,488,503,0.0010924186148131964,97.3,94.5,,,,2018-01-13,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-006A,43146,
1356,LKW-4 (Land Exploration Satellite 4),LKW-4,NR,China,People's Liberation Army (C41),Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,489,502,0.0009467627995047702,97.3,94.5,,,,2018-03-17,,China Academy of Space Technology (CAST),China,Jiuquan Satellite Launch Center,Long March 2D,2018-025A,43236,
1357,"Long Xia Yan (Lobster Eye, NJU-HKU No.1 ) ",Long Xi Yan,NR (12/20),China,Nanjing and Hong Kong Universities,Civil,Space Science,X-ray Astronomy,LEO,Sun-Synchronous,0.0,481,500,0.001384738721667517,97.5,94.4,50.0,,,2020-07-25,,"Shanghai ASES Spaceflight Technology Co. Ltd., NJU/HKU",China,Taiyuan Launch Center,Long March 4B,2020-051B,54940,X-ray astronomy.
1358,Lotos-S1 (Cosmos 2455),Cosmos 2455,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,900,911,0.0007559617895677273,67.2,103.1,5000.0,,,2009-11-20,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz U,2009-063A,36095,"New generation electronic reconnaissance satellite, possibly will work as part of the Liana electronic reconnaissance system. "
1359,Lotos-S1 (Cosmos 2524),Cosmos 2524,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,908,916,0.0005492996429552321,67.1,101.0,5000.0,,,2017-12-03,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2017-076A,43032,Electronic intelligence gathering (ELINT).
1360,Lotos-S1 (Cosmos 2528),Cosmos 2528,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,244,900,0.04724863151829444,67.1,96.1,5000.0,,,2018-10-24,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2018-082A,43657,Electronic intelligence gathering (ELINT).
1361,Lotos-S2 (Cosmos 2502),Cosmos 2502,Russia,Russia,Ministry of Defense,Military,Earth Observation,Electronic Intelligence,LEO,Non-Polar Inclined,0.0,901,910,0.0006185141914645042,67.15,103.11,5000.0,,,2014-12-23,,TsSKB-Progress Samara Space Center and KB Arsenal,Russia,Plesetsk Cosmodrome,Soyuz 2.1b,2014-086A,40358,Electronic intelligence gathering (ELINT).
1362,"LQSat (Lingqiao Satellite, Jilian 1A)",LQSat,NR,China,Changchun Institute of Optics,Commercial,Earth Observation,Technology Development,LEO,Sun-Synchronous,0.0,640,663,0.0016378266752118493,98.04,97.77,55.0,,,2015-10-07,,Chang Guang Satellite Technology Co. Ltd.,China,Jiuquan Satellite Launch Center,Long March 2D,2015-057A,40958,Technology development in earth imaging.
1363,"LUCAS (Laser Utilizing Communication System, JDRS-1)",LUCAS,NR (12/20),Japan,Japan Aerospace Exploration Agency (JAXA),Government,Communications,,GEO,,91.0,35779,35792,0.00015419103082634533,0.04,1436.04,,,,2020-11-29,10.0,Mitsubishi Electric,Japan,Tanegashima Space Center,H2A,2020-089A,47202,"Optical communication payload will connect with satellites flying several hundred miles above Earth with a near-infrared laser beam, allowing the transmission of data at high rates."
1364,Luch 5A,Luch 5A,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,166.99,35778,35793,0.00017791272787655228,4.85,1436.8,950.0,,,2011-12-11,,ISS Reshetnev/Thales Alenia Space,Russia/France,Baikonur Cosmodrome,Proton M,2011-074B,37951,"Seven S-band and Ku-band channels. The 1,148-kg spacecraft will provide TV and data communications links between the International Space Station and the ground, as well as orbital control of spacecraft in low Earth orbit."
1365,Luch 5B,Luch 5B,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,-16.0,35772,35801,0.00034395644799734324,0.22,1436.09,1282.0,950,,2012-11-02,,OAO ISS,Russia,Baikonur Cosmodrome,Proton M,2012-061A,38977,"Relay commands and data. Provide secure communication links, command relay to spacecraft, and communication with ISS. Time correction for GLONASS."
1366,Luch 5V,Luch 5V,Russia,Russia,Russian Federal Space Agency,Government,Communications,,GEO,,95.0,35767,35802,0.00041513954619317036,4.76,1435.99,1148.0,950,2200,2014-04-28,10.0,OAO Resetneva,Russia,Baikonur Cosmodrome,Proton M,2014-023A,39727,"Relay commands and data. Provide secure communication links, command relay to spacecraft, and communication with ISS. Time correction for GLONASS."
1367,Luch/Olympus,Luch/Olympus,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,95.0,35781,35793,0.00014232511801124368,0.05,1436.12,,,,2014-09-27,15.0,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2014-058A,40258,Likely serve as a data relay station for military satellites when they are orbiting the Earth beyond the range of ground stations. 
1368,Lucky-7,Lucky-7,Czech Republic,Czech Republic,SkyFox Labs,Commercial,Technology Development,,LEO,Sun-Synchronous,0.0,515,545,0.002173913043478261,97.5,95.2,1.0,,,2019-07-05,,SkyFox Labs,Czech Republic,Vostochny Cosmodrome,Soyuz 2.1b,2019-038W,44406,Test first space-friendly electronic systems.
1369,Lume-1,Lume-1,Spain,Spain,University of Vigo/Alén Space,Commercial/Civil,Communications,,LEO,Sun-Synchronous,0.0,480,513,0.002402970945896745,97.3,94.5,2.0,,,2018-12-27,,University of Vigo/Alén Space,Spain,Vostochny Cosmodrome,Soyuz 2.1a,2018-111AJ,43908,Will receive transmissions from ground stations for fighting wildfires.
1370,Luojia 1,Luojia 1,China,China,Wuhan University,Civil,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,0.0,634,647,0.000927180657585051,98.0,97.5,5.0,,,2018-06-03,,Wuhan University,China,Jiuquan Satellite Launch Center,Long March 2D,2018-048B,43485,Experimental remote sensing of night light.
1371,M3MSat (Maritime Monitoring and Messaging Microsatellite),M3MSat,Canada,Canada,Defence Research and Development Canada (DRDC)/Canadian Space Agency,Government,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,0.0,501,515,0.0010177377144518756,97.5,94.7,85.0,,,2016-06-22,,Com Dev International (Honeywell Canada),Canada,Satish Dhawan Space Centre,PSLV XL,2016-040G,41605,"Automatic Identification System (AIS) satellite; real-time data on the locations, speeds and routes of vessels through Canadian oceans."
1372,MakerSat-1,MakerSat-1,NR (12/20),USA,Northwest Nazarene University,Commercial/Civil,Technology Development,,LEO,Non-Polar Inclined,0.0,459,473,0.001023990637799883,51.6,93.9,2.0,,,2020-01-31,,Northwest Nazarene University/Globalstar,USA,Cygnus,SEOPS Slingshot Deployer,2019-071N,45123,A 1U cubesat designed to be 3D printed and then snapped together for use.
1373,Maroc Tubsat ,Maroc Tubsat,NR,Morocco/Germany,CTRS Morocco/Institut für Luft-und Raumfahrttechnik (Berlin),Government,Technology Development,,LEO,Sun-Synchronous,0.0,984,1014,0.0020355543493011264,99.2,105.1,47.0,,56,2001-12-10,3.0,CRTS Morocco/Institut für Luft-und Raumfahrttechnik,Morocco/Germany,Baikonur Cosmodrome,Zenit,2001-056D,27004,Test three-dimensional attitude control system for future remote sensing; currently used for ice observation in Arctic.
1374,Max Valier,Max Valier,NR,Italy,"Max Valier school Bolzano, Italy, Oskar von Miller school, Merano, Italy",Civil,Space Science/Technology Development,,LEO,Sun-Synchronous,0.0,496,516,0.0014543339150668994,97.45,94.7,16.0,,,2017-06-23,,Two high schools and OHB System AG,Italy/Germany,Satish Dhawan Space Centre,PSLV,2017-036P,42778,Carries a mini x-ray telescope added to the mission by the Max Planck Institute of Extraterrestrial Physics (MPE).
1375,Maya-1 (Birds-2),Maya-1,NR,Philippines,Kyushu Institute of Technology (KIT),Civil,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,0.0,398,409,0.0008119878939986713,51.6,94.7,1.0,,,2018-08-10,,Kyushu Institute of Technology (KIT),Japan,International Space Station,J-SSOD Deployer,1998-067PE,43590,Will supplement information supplied by Diwata-1.
1376,M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 - HRBE [William A. Hiscock Radiation Belt Explorer]),M-Cubed/E1P-U2,USA,USA,University of Michigan/Montana University,Civil,Technology Development,,LEO,Polar,0.0,442,724,0.020279016251977564,101.7,97.45,2.0,,,2011-10-28,,University of Michigan/Montana University/Montana Space Grant Consortium,USA,Vandenberg AFB,Delta 7920,2011-061F,37855,M-Cubed is as a technology demonstrator platform for high resolution imaging technology intended for use in a future Nasa mission; E1P-U2 mission is to detect the Van Allen radiation belts.
1377,Measat 3 (Malaysia East Asia Sat 3),Measat 3,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.54,35778,35794,0.000189771325552709,0.0,1436.1,4900.0,3220,10800,2006-12-11,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton M,2006-056A,29648,"24 C-band, 24 Ku-band"
1378,Measat 3A (Malaysia East Asia Sat 3A),Measat 3A,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.5,35728,35788,0.0007121154576528675,0.04,1434.6,2417.0,,,2009-06-21,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB,2009-032A,35362,"12 C-band, 12 Ku-band transponders, Asia-Pacific region, Middle East, and Africa."
1379,Measat 3B (Malaysia East Asia Sat 3B),Measat 3B,Malaysia,Malaysia,MEASAT Satellite Systems Sdn. Bhd.,Commercial,Communications,,GEO,,91.5,35772,35802,0.0003558127950281092,0.05,1436.11,5800.0,,16000,2014-09-11,15.0,Airbus Defence and Space,Germany/France,Guiana Space Center,Ariane 5 ECA,2014-054B,40147,48 Ku-band transponders.
1380,Megha-Tropiques,Megha-Tropiques,India,India/France,Indian Space Research Organization (ISRO)/Centre National d'Etudes Spatiales (CNES),Government,Earth Observation,Earth Science,LEO,Non-Polar Inclined,0.0,853,868,0.0010372726644077173,20.0,102.2,1000.0,,,2011-10-12,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Centre,PSLV,2011-058A,37838,The data collected by the satellite will allow improvement in knowledge on the water cycle contribution to the climate dynamic in the tropical atmosphere and our understanding of the processes linked to the tropical convection.
1381,Merah Putih (Telkom 4),Merah Putih,NR,Indonesia,PT Telkomunikasi,Commercial,Communications,,GEO,,107.0,35789,35797,9.486990963641107e-05,0.0,1436.1,5800.0,,,2018-08-07,16.0,Space Systems/Loral,USA,Cape Canaveral,Falcon 9,2018-064A,43587,
1382,"Mercury 1 (Advanced Vortex 1, USA 105)",USA 105,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Earth Observation,Electronic Intelligence,GEO,,-27.95,35598,35976,0.004483241217354176,5.1,1436.13,8000.0,4000,,1994-08-27,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,1994-054A,23223,In the $1 billion range; ELINT; signals intelligence.
1383,"Mercury 2 (Advanced Vortex 2, USA 118)",USA 118,USA,USA,National Reconnaissance Office (NRO)/US Air Force,Military,Earth Observation,Electronic Intelligence,GEO,,-23.51,33674,37900,0.05012216239295965,7.33,1436.12,8000.0,4000,,1996-04-24,,Boeing Satellite Systems,USA,Cape Canaveral,Titan IVA,1996-026A,23855,In the $1 billion range; ELINT; signals intelligence.
